reactants,products
O=C(Oc1ccc(-c2ccc(C(=O)c3ccccc3)cc2)cc1)c1ccccc1,O=C(c1ccccc1)c1ccc(-c2ccc(O)cc2)cc1
CCCC1OCc2c1cnc(CCl)c2OCc1ccccc1.CN,CCCC1OCc2c1cnc(CNC)c2O
O=C(c1ccc(O)cc1)c1ccc(F)cc1.[Li][CH2]C,CCC(O)(c1ccc(O)cc1)c1ccc(F)cc1
CCCCN=C=O.NC(CCC(=O)O)C(=O)O,CCCCN1C(=O)NC(CCC(=O)O)C1=O
O=Cc1cc(Br)cs1.c1c[nH]cn1,O=Cc1cc(-n2ccnc2)cs1
C=O.O=Nc1ccccc1.c1ccccc1,O=C=Nc1ccccc1
CC(C)(O)C(=O)C1=CC=C2C(=Cc3cc(C(=O)C(C)(C)O)ccc32)C1=O.C[Si](C)(C)C(C(N)=O)[Si](C)(C)C,CC(C)(O[Si](C)(C)C)C(=O)C1=CC=C2C(=Cc3cc(C(=O)C(C)(C)O[Si](C)(C)C)ccc32)C1=O
Nc1cc(C(=O)O)cc([N+](=O)[O-])c1.O=C1CCC(=O)O1,O=C(O)c1cc(N2C(=O)CCC2=O)cc([N+](=O)[O-])c1
Cc1ccc(S(=O)[O-])cc1.O=Cc1ccc(NCCCc2ccccc2)cc1,CCn1c(C)cc2ccccc21
O=C(O)c1cc(OCc2ccc(Cl)cc2)c(C(=O)c2ccccc2)c([N+](=O)[O-])c1,Nc1cc(C(=O)O)cc(OCc2ccc(Cl)cc2)c1C(=O)c1ccccc1
CCCCCCCCCCCCCCc1ccc(OCC(COC(c2ccccc2)(c2ccccc2)c2ccccc2)OCc2ccccc2)cc1,CCCCCCCCCCCCCCc1ccc(OCC(CO)OCc2ccccc2)cc1
CI.COC(=O)C(C)(C)C(Cc1ccc(OC)cc1)NS(=O)(=O)c1ccc(C)cc1,COC(=O)C(C)(C)C(Cc1ccc(OC)cc1)N(C)S(=O)(=O)c1ccc(C)cc1
CCOC(=O)CC1CN(c2c(C)cccc2C)C(=N)N1c1c(C)cccc1C,Cc1cccc(C)c1N1CC(CC(=O)O)N(c2c(C)cccc2C)C1=N
CC=CCSc1cc(C(=O)O)cc(S(=O)(=O)Cl)c1-c1ccccc1.O=C(O)c1cc(NCc2ccccc2)c(-c2ccccc2)c(S(=O)(=O)Cl)c1,CC=CCSc1cc(C(=O)O)cc(S(N)(=O)=O)c1-c1ccccc1
CCCCO.CCOC(=O)C=C(CC)C(C)CC=C(C)C,CCCCOC(=O)C=C(CC)C(C)CC=C(C)C
COC(=O)C1CCC(=O)N1.O=C=Nc1ccccc1,COC(=O)C1CCC(=O)N1C(=O)Nc1ccccc1
CC(=O)c1ccc(N)cc1.CC(C)(C)OC(=O)CN.NO.[N-]=C=O,CC(=NO)c1ccc(NC(=O)NCC(=O)OC(C)(C)C)cc1
CC(C)(N)CN(Cc1ccccc1)Cc1ccccc1.Cc1ccccc1OCC1CO1,Cc1ccccc1OCC(O)CNC(C)(C)CN(Cc1ccccc1)Cc1ccccc1
CC(=O)Cl.ClCCCC1NCCc2c1[nH]c1ccccc21,CC(=O)N1CCc2c([nH]c3ccccc23)C1CCCCl
O=S1(=O)Nc2ccccc2CN1C1CCN(Cc2ccccc2)CC1,O=S1(=O)Nc2ccccc2CN1C1CCNCC1
CC(C)N.CC1CCCC(=O)C1,CC1CCCC(=NC(C)C)C1
C1COCCO1.Cc1ccc(S(=O)(=O)O)cc1.O,C#CCC1=CC(O)CC1=O
O=C(O)c1ncn2c(-c3cccc(C(F)(F)F)c3)ccnc12,Cc1ncn2c(-c3cccc(C(F)(F)F)c3)ccnc12
CN(C)C(=O)N1C[C@@H](O)[C@H](Oc2ccc(Cl)cc2)C1.CN=C=O,CNC(=O)O[C@@H]1CN(C(=O)N(C)C)C[C@H]1Oc1ccc(Cl)cc1
CC(C)(C)C(=O)Cl.O.Oc1ccc(N=Nc2ccc(O)cc2)cc1,CC(C)(C)C(=O)Oc1ccc(N=Nc2ccc(OC(=O)C(C)(C)C)cc2)cc1
CC(C)N1CCC(=O)CC1.NNc1ccc2scc(-c3ccccc3)c2c1,CC(C)N1CCc2[nH]c3ccc4scc(-c5ccccc5)c4c3c2C1
C=CC(=O)Cl.CC(C)=CCC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CO,C=CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
N#CCCl.O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21.Sc1ccccc1,CC(C)(C)c1ccc(SCC#N)cc1
COc1c(F)cc(C=O)cc1F.O/N=C/c1cc[n+](C[n+]2ccc(/C=N/O)cc2)cc1,COc1c(F)cc(CN)cc1F
Cc1cc2ccc([N+](=O)[O-])cc2o1.O=C1CCC(=O)N1Br,O=[N+]([O-])c1ccc2cc(CBr)oc2c1
CS(=O)[O-].ClCc1cnc2ccccc2c1Cl,CS(=O)(=O)Cc1cnc2ccccc2c1Cl
CCCNc1ccc(CO)cc1N.CCOC(=N)c1cccnc1,CCCn1c(-c2cccnc2)nc2cc(CO)ccc21
CCOC(C)=O.O=CCCn1ccc([N+](=O)[O-])n1,CCOC(=O)CC(O)CCn1ccc([N+](=O)[O-])n1
C=CCBr.COc1c(O)cccc1F,C=CCOc1cccc(F)c1OC
CCC=CCc1c(O)ccc(Cl)c1Cl.OC1Cc2c(ccc(Cl)c2Cl)O1,CCCCCc1c(OCCCCCC(=O)O)ccc(Cl)c1Cl
CCNC(=S)Nc1ccc(C2CC(=O)C(C(=O)CC)=C(O)C2)cc1.CCON,CCNC(=S)Nc1ccc(C2CC(=O)C(C(CC)=NOCC)=C(O)C2)cc1
CCCCOC(=O)C(C)Cl.O=Cc1ccc(O)cc1,CCCCOC(=O)C(C)Oc1ccc(C=O)cc1
CCOP(O)OCC.O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)c(Br)c1,CCOP(=O)(OCC)c1cc([N+](=O)[O-])ccc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12
C=[N+]=[N-].CCc1ncc(C(=O)O)s1,CCc1ncc(C(=O)OC)s1
C=CC#N.c1ccc2[nH]cnc2c1,N#CCCn1cnc2ccccc21
CC(=O)N1CCC[C@H]1C(=O)O.CC(C)COC(=O)Cl.Nc1ccc2[nH]cc(C(=O)O)c(=O)c2c1,CC(=O)N1CCCC1C(=O)Nc1ccc2[nH]c(C(=O)O)cc(=O)c2c1
COC(=O)C(Br)c1cccc(C(F)(F)F)c1.COC(=O)c1ccc(S)cn1,O=C(O)c1ccc(SC(C(=O)O)c2cccc(C(F)(F)F)c2)cn1
Cn1cccc1.O=CC(Cl)(Cl)Cl,Cn1cccc1C(O)C(Cl)(Cl)Cl
O=C(O)CCC(=O)c1cccc(Cl)c1.O=C(O)[C@@H]1CCCN1,O=C(CCC(=O)N1CCC[C@H]1C(=O)O)c1cccc(Cl)c1
CCOC(=O)CN.CN(C)CCCOc1ccccc1C=O,CCOC(=O)CN=Cc1ccccc1OCCCN(C)C
NC[C@H](O)[C@@H](O)[C@H](O)C(=O)CO,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
O=Cc1ccccc1.[C-]#N,N#CC(O)c1ccccc1
C/C=C/C=O.COc1ccc(C)cc1N,COc1ccc(C)c2ccc(C)nc12
CC(=O)c1ccc(C2CCCCC2)cc1.CCOC(=O)/C=C(\C)OCC,CC(=O)/C=C(\C)c1ccc(C2CCCCC2)cc1
CC(CCBr)CCC1OC1(C)C.CCc1ccc(O)cc1.O,CCC1(OCCC(C)CCC2OC2(C)C)C=CC=CC1
NN.Nc1ccc(C(=O)O)cc1,Nc1ccc(-c2nnc(-c3ccc(N)cc3)o2)cc1
CCOC(=O)C(=CNC1CC1)C(=O)c1cc(F)c(F)c(F)c1F,CCOC(=O)c1cn(C2CC2)c2c(F)c(F)c(F)cc2c1=O
COC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
C1CCNCC1.O=C(c1ccccc1)C(OCCCl)(OCCCl)c1ccccc1,O=C(c1ccccc1)C(OCCN1CCCCC1)(OCCN1CCCCC1)c1ccccc1
CCCCCCCCOC(=O)CN(CP(=S)(N(C)Cc1ccccc1)N(C)Cc1ccccc1)C(=O)C(F)(F)F,CCCCCCCCOC(=O)CNCP(=S)(N(C)Cc1ccccc1)N(C)Cc1ccccc1
C=C1CC(=O)O1.NC(N)=S.NC1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=C(Cl)CS[C@H]12.O=N[O-],Nc1nc(C(=NO)C(=O)NC2C(=O)N3C(C(=O)OCc4ccc([N+](=O)[O-])cc4)=C(Cl)CS[C@H]23)cs1
CC(=O)N1CCC(C2CN(C(C)=O)c3ccccc32)CC1.O=[N+]([O-])[O-],CC(=O)N1CCC(C2CNc3ccc([N+](=O)[O-])cc32)CC1
CC(=O)CCc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1.CC(C)N,CC(C)NC(C)CCc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1
C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc(-c2ncc(C(=O)O)c(O)n2)cc1.c1ccncc1,CCC(=O)N[C@@H](C)C(=O)Nc1ccc(-c2ncc(C(=O)O)c(O)n2)cc1
CC(=O)OC(C)=O.O=C(O)CC(CC(=O)O)c1ccc(O)cc1,CC(=O)Oc1ccc(C2CC(=O)OC(=O)C2)cc1
C=C(C)CC(O)C(=C)C(C)C.COC(=O)CC(C)=O,C=C(C)CC(OC(=O)CC(C)=O)C(=C)C(C)C
CCCCCC.Cc1cccc(N([Si](C)(C)C)[Si](C)(C)C)n1.O=C=O,CCOC(=O)Cc1cccc(N)n1
CCN(CCO)c1ccc(N)cc1.CCN(CCO)c1ccc([N+]#N)cc1.N.Oc1cc2ccccc2cc1O,CCN(CCO)c1ccc(N=Nc2c(O)c(O)c(N=Nc3ccc(N(CC)CCO)cc3)c3ccccc23)cc1
O=C([O-])COCC(=O)NCCCCCCN1CCC(C(c2ccccc2)c2ccccc2)CC1,O=C(O)COCC(=O)NCCCCCCN1CCC(C(c2ccccc2)c2ccccc2)CC1
C=CCN1CCNCC1.CCn1cc(C(=O)O)c(=O)c2cc(Cl)c(Cl)cc21,C=CCN1CCN(c2cc3c(cc2Cl)c(=O)c(C(=O)O)cn3CC)CC1
CC(=O)/C=C/C[C@H](C)CCC=C(C)C,CC(C)=CCC[C@@H](C)C/C=C/C(C)O
Nc1ccc2oc(=O)[nH]c2c1.c1ccncc1,C=CCCCCC=CCC
CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12.O=C(Cl)c1ccccc1,CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(OC(=O)c3ccccc3)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12
NS(=O)(=O)c1ccccc1.O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],N#Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
CC=CCO.c1ccccc1,CC(CCO)c1ccccc1
CC(C)C[C@H](N)C(O)COCc1ccccc1.N[C@@H](Cc1c[nH]cn1)C(=O)N(N)C(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,CC(C)CCC(O)C(N)OCc1ccccc1
COc1nc(C)cc(C)c1C#N.O.[OH-],COc1nc(C)cc(C)c1C(=O)O
C=CC=C.O=C1C=CC(=O)c2ccccc21,O=C1C2=C(CCCC2)C(=O)c2ccccc21
c1ccc(Oc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CCc2cccs2)CC4)cc1,c1ccc(Oc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CCc2cccs2)CC4)cc1
CC(C)COC(=O)Cl.CN1CCOCC1.C[Si](C)(C)C(C(N)=O)[Si](C)(C)C.NCC(=O)O.N[C@H](CCC[C@H](N)C(=O)O)C(=O)O,C[C@@H](NC(=O)OC(C)(C)C)C(=O)ON1C(=O)CCC1=O
C=CCO[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO.[Cl-],C=CCO[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
Nc1ncc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1[N+](=O)[O-].O=C(Cl)C(F)(F)C(F)F,O=C(Nc1ncc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1[N+](=O)[O-])C(F)(F)C(F)F
C1CCNCC1.Cc1oncc1C(=O)Cl,Cc1oncc1C(=O)N1CCCCC1
CCOCC.CCS(N)(=O)=O.CI.S=C=S,CCS(=O)(=O)N=S(C)C(=S)OC
CCCC(=O)OC(=O)CCC.c1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,CCCC(=O)n1nc(-c2ccncc2)nc1-c1ccncc1
CCN=C=O.O=c1c(-c2ccccc2)cc(CO)c2n1CCc1ccsc1-2,CCNC(=O)OCc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2
COC(=O)CCN(CCC(=O)OC)Cc1cccnc1,O=C1CCN(Cc2cccnc2)CC1
CC(=O)[O-].Clc1ccc(Br)cc1,C=Cc1ccc(Cl)cc1
C[O-].O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,COc1ccc(C(F)(F)F)cc1[N+](=O)[O-]
CCOC(=O)C#Cc1ccccc1.ClCC(=Nc1ccccc1Cl)c1ccccc1,O=c1cc(-c2ccccc2)n(-c2ccccc2Cl)c(-c2ccccc2)c1Cl
N.N#Cc1c(F)cccc1F,N#Cc1c(N)cccc1F
O=C([O-])[O-].O=c1oc2cccc(O)c2c(OCCN2CCOCC2)c1-c1ccccc1,COc1cccc2oc(=O)c(-c3ccccc3)c(OCCN3CCOCC3)c12
C=[N+]=[N-].CC(Oc1ccc(Oc2ccccc2)cc1)(C(=O)O)C(F)(F)F,COC(=O)C(C)(Oc1ccc(Oc2ccccc2)cc1)C(F)(F)F
O=C(c1ccccc1NCc1ccccc1)n1nc(O)c2ccccc21,Nc1ccccc1C(=O)n1nc(O)c2ccccc21
CS(=O)c1nccc(NC(N)=NCC(F)(F)F)n1.OCCn1ccnc1,NC(=NCC(F)(F)F)Nc1ccnc(OCCn2ccnc2)n1
CC(=CCC(=O)O)c1ccccc1.CC(C)NC(C)C,CC(=CC(C(=O)O)C(C)C)c1ccccc1
Cc1nc2cnccc2[nH]1.O=C1OCCO1,Cc1nc2ccncc2n1CCO
CO.O=c1c2cccc3c2n(c(=O)n1CC(O)CO)-c1cc(C(F)(F)F)ccc1S3,O=c1c2cccc3c2n(c(=O)n1CC(O)CO)-c1cc(C(F)(F)F)ccc1S3=O
N#C[S-].Nc1c(Br)cccc1Br,NC(=S)Nc1c(Br)cccc1Br
COc1ccc(-c2nc(Sc3ccccc3OC)[nH]c2-c2ccc(OC)cc2)cc1.O=C(OO)c1cccc(Cl)c1,COc1ccc(-c2nc(S(=O)c3ccccc3OC)[nH]c2-c2ccc(OC)cc2)cc1
C=CCBr.NS(=O)(=O)c1cc(C(=O)NNc2ccccc2)ccc1Cl,C=CCN(NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)c1ccccc1
CCCCC1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,CCCCC1(C2CCCC2)Cc2cc(O)c(Cl)c(Cl)c2C1=O
C[O-].Cc1cc([N+](=O)[O-])c(NC(C)C)c([N+](=O)[O-])c1Cl,COc1c(C)cc([N+](=O)[O-])c(NC(C)C)c1[N+](=O)[O-]
COC(=O)c1ccc(N)cc1.Nc1cccc(N)c1.O=C(Cl)c1ccc(-n2nc3ccc(C(=O)Cl)cc3n2)cc1,COC(=O)c1ccc(-n2nc3ccc(N)cc3n2)cc1
CC(=O)OC(C)=O.Cc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CC(=O)N1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)CC1C
CCCc1cc(Cl)c2oc(Cc3ccc(OC)cc3)c(C)c2c1O,CCCc1cc(Cl)c(O)c2c(C)c(Cc3ccc(OC)cc3)oc12
CCC(C)B(OC(C)C)OC(C)C.[Li][C]#CCCCCl,CCC(C)B(C#CCCCCl)OC(C)C
COCCl.COc1cccc(OC)c1NC(=O)CCl,COCN(C(=O)CCl)c1c(OC)cccc1OC
CC(=O)OC1CCC2C(CO)CCC12,CC(=O)OC1CCC2C(C=O)CCC12
O.O=S(=O)(O)c1ccc(O)cc1.OCC(O)CCl.[Li+],[Li][c]1ccc(OCC(O)CO)c(S(=O)(=O)O)c1
CCOc1nc(O)ns1.O=C=NCCCl,CCOc1nc(=O)n(C(=O)NCCCl)s1
Cc1cc2n(n1)-c1ccc(Cl)cc1C(c1ccccc1)NC2=O,Cc1cc2n(n1)-c1ccc(Cl)cc1C(c1ccccc1)=NC2
CC(=O)OC(C)=O.CC(C)C(O)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)C[C@H](O)[C@]4(C)[C@H]3CC[C@]12C,CC(=O)OC(CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](OC(C)=O)C[C@H](OC(C)=O)[C@]4(C)[C@H]3CC[C@]12C)C(C)C
COc1cc(C(=O)N[C@@H]2CCCC[C@H]2N(C)C)ccc1[N+](=O)[O-],CN(C)[C@@H]1CCCC[C@H]1NC(=O)c1ccc([N+](=O)[O-])c(O)c1
CN(C)CCCCl.Cc1csc2ccc3[nH]c4c(c3c12)CNCC4,Cc1csc2ccc3[nH]c4c(c3c12)CN(CCCN(C)C)CC4
CN(C)CCCC1(O)c2ccccc2C=Cc2ccc(S(C)(=O)=O)cc21,CN(C)CCC=C1c2ccccc2C=Cc2ccc(S(C)(=O)=O)cc21
C1CCNCC1.O=c1[nH]c2ccccc2c(=O)o1,Nc1ccccc1C(=O)N1CCCCC1
COc1cc(C=O)ccc1O.OCC(Br)CBr,COc1cc(C=O)ccc1OCC(CO)Oc1ccc(C=O)cc1OC
CN(C)C=O.c1ccc2scnc2c1,O=Cc1nc2ccccc2s1
Cn1c(=O)oc(=O)c2cc(OCc3ccccc3)ccc21.O=C(O)[C@@H]1CCCN1,CN1C(=O)C2CCCN2Cc2cc(OCc3ccccc3)ccc21
CC1NC(=O)NN=C1c1ccc(N)cc1.CN=C=O,CNC(=O)Nc1ccc(C2=NNC(=O)NC2C)cc1
FC(F)(F)I.c1ccncc1,FC(F)(F)c1ccccn1
O=C(Cl)c1cc(Br)ccc1Br.O=C1NC(=O)C2C1CCC(Br)C2Br,O=C(c1cc(Br)ccc1Br)N1C(=O)C2CCC(Br)C(Br)C2C1=O
Fc1ccc(Br)c(F)c1.O=C(OC(=O)C(F)(F)Cl)C(F)(F)Cl,O=C(c1ccc(F)cc1F)C(F)(F)Cl
CCCc1c(OCC2CO2)ccc(C(C)=O)c1O.CCOC(=O)CCC1(CCC(=O)OCC)OCC(CS)S1,CCCc1c(OCC(O)CSCC2COC(CCC(=O)OCC)(CCC(=O)OCC)S2)ccc(C(C)=O)c1O
C=CS(=O)(=O)F.CCNc1cccc(NC(C)=O)c1,CCN(CCS(=O)(=O)F)c1cccc(NC(C)=O)c1
CCCCCC#CCC#CCC#CCCCCCCCl,CCCCC/C=C\C/C=C\C/C=C\CCCCCCCl
CN1CCNCC1.O=C(O)c1cn(CCF)c2cc(Cl)c(F)cc2c1=O,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3CCF)CC1
N.O=S(=O)(Cl)C=Cc1ccc(Cl)c(Cl)c1,NS(=O)(=O)C=Cc1ccc(Cl)c(Cl)c1
Cc1ccc(N=C=O)cc1.Nc1ccc(-c2c[nH]c(=O)cn2)cc1,Cc1ccc(NC(=O)Nc2ccc(-c3c[nH]c(=O)cn3)cc2)cc1
CCOC(C[PH](=O)O)(Sc1nnn[nH]1)C1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1.O=C(O)CS(=O)CC(F)(F)F,CCOC(C[PH](=O)O)(Sc1nnn[nH]1)C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS(=O)CC(F)(F)F)[C@H]2SC1
CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CNCC1.NC(=O)NC(=O)CCl,CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C1=C2CN(CC(=O)NC(N)=O)CC1
NC1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CCS[C@H]12.O=C(O)C(=NOCc1ccc(F)cc1)c1csc(NC(=O)C(F)(F)F)n1,O=C(NC1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CCS[C@H]12)C(=NOCc1ccc(F)cc1)c1csc(NC(=O)C(F)(F)F)n1
CCOC(=O)/C=C/C=C/CCC(C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OC(C)=O)CC[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]12C,CC(C/C=C/C=C/CC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
CN1CCC(C(O)c2cccn2Cc2cc(Cl)ccc2F)CC1,CN1CCC(C2Oc3ccc(Cl)cc3Cn3cccc32)CC1
CC#N.CCOC(=O)c1ccc(Cl)cc1Cl,N#CCC(=O)c1ccc(Cl)cc1Cl
Fc1cc[c]([Mg][Br])cc1.O=C1CCc2ccccc2C1,Fc1ccc(-c2ccc3ccccc3c2)cc1
BrBr.O=C1CCc2ccc(Cl)cc21,O=C1c2cc(Cl)ccc2CC1Br
Fc1ccc(C(=C2CCNCC2)c2ccc(F)cc2)cc1.O=C(OCCCBr)C12CC3CC(CC(C3)C1)C2,O=C(OCCCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C12CC3CC(CC(C3)C1)C2
NCC(=O)O.O=C(Cl)c1ccc(-c2ccccc2)cc1,O=C(O)CNC(=O)c1ccc(-c2ccccc2)cc1
N#CCC(=O)c1ccc[nH]1.O=C=Nc1ccc(Cl)cc1,N#CC(C(=O)Nc1ccc(Cl)cc1)C(=O)c1ccc[nH]1
C1COCCN1.Cc1ccc(S(=O)(=O)OC(C)C(=O)Cl)cc1,Cc1ccc(S(=O)(=O)OC(C)C(=O)N2CCOCC2)cc1
CCS(=O)C1(Cl)CC2C(Cc3ccccc3)C(=O)N2C1C(=O)OCc1ccccc1,CCS(=O)C1=C(C(=O)OCc2ccccc2)N2C(=O)C(Cc3ccccc3)C2C1
CCI.CCOC(=O)c1cnc(O)c2c(C)n[nH]c12,CCOC(=O)c1cnc(OCC)c2c(C)n[nH]c12
C[C@@H](OCc1ccccc1)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1,C[C@@H](OCc1ccccc1)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@H]1C(=O)O
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,O=c1ccc(=O)c2c(=O)c3ccccc3c(=O)c1=2
CCOCC.Cc1ccc(S(=O)(=O)O)cc1.O=C1CC(c2cccs2)c2ccc(O)cc2O1,CC1(C)CC(c2cccs2)c2ccc(O)cc2O1
CC(=O)OC1CCCc2cc(C)cnc21,Cc1cnc2c(c1)CCCC2O
CC(C)(C)c1ccc(C(=O)O)cc1.CO,COC(=O)c1ccc(C(C)(C)C)cc1
CSSC.Oc1ccccc1,CSc1ccccc1O
C=C(C)C(=O)N1c2ccccc2CC1C(=O)OCC,C=C(C)C(=O)N1c2ccccc2CC1C(=O)O
Nc1cc(Cl)ccc1[N+](=O)[O-].OCCOCc1ccccc1,Nc1cc(OCCOCc2ccccc2)ccc1[N+](=O)[O-]
CCOC(=O)c1cnc2cn[nH]c2c1Cl.CN(C)C=O,CCOC(=O)c1cnc2cn(C)nc2c1Cl
C=CC(=O)O.COCCOCCO,COC(O)COCCO
COc1cc(NC(=S)Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.O=C(O)C#CC(=O)O,COc1cc(N=C2SC(=CC(=O)O)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
CCOC(=O)c1cnc(Nc2ccccc2OC)[nH]c1=O,COc1ccccc1Nc1ncc(C(=O)O)c(=O)[nH]1
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CSC[C@@H](C(C)C)N(CC(=O)OC(C)(C)C)C1=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CSC[C@@H](C(C)C)N(CC(=O)O)C1=O
CCI.O=C(c1ccccc1)c1cnc2c(cnn2Cc2ccco2)c1O,CCOc1c(C(=O)c2ccccc2)cnc2c1cnn2Cc1ccco1
CCc1ccnc(C(=O)O)c1.Nc1nnn[nH]1,CCc1ccnc(C(=O)Nc2nnn[nH]2)c1
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,CC(C=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C[C@H](O)[C@]12C
BrCCCBr.O=C(c1ccc(O)cc1)c1oc2ccccc2c1-c1ccccc1,O=C(c1ccc(OCCCBr)cc1)c1oc2ccccc2c1-c1ccccc1
CCOC(=O)Cc1nc(Cl)cc(NC=O)n1,CCOC(=O)Cc1nccc(NC=O)n1
BrCC=CC1CO1.CCOC(=O)CC(C)=O,CCOC(=O)CC(=O)CC/C=C/C1CO1
Clc1ccc(Br)cc1.Clc1ccnc2ccccc12,Clc1ccc(-c2cc(Cl)c3ccccc3n2)cc1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1.Cc1nnc(S)s1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(N)[C@H]3SC2)s1
N#CCN.O=C(Cl)c1ccnc(F)c1,N#CCNC(=O)c1ccnc(F)c1
CCOC(=O)CN.Clc1nc(Cl)nc(Cl)n1,CCOC(=O)CNc1nc(Cl)nc(Cl)n1
CC(c1ccc(-c2ccccc2)c(F)c1)c1nc(CC(=O)O)no1.CO,COC(=O)Cc1noc(C(C)c2ccc(-c3ccccc3)c(F)c2)n1
CC(C)(C)N.O=CC1=CC2(CCCC2)c2ccccc21.[Li][CH2]CCC,CC(C)(C)NCC(O)C1=CC2(CCCC2)c2ccccc21
CCOP(=O)(Cc1ccc2nc(-c3ccc(OC)cc3)oc2c1)OCC.COc1ccc(-c2nc3ccc(C=O)cc3o2)cc1,COc1ccc(-c2nc3ccc(C=Cc4ccc5nc(-c6ccc(OC)cc6)oc5c4)cc3o2)cc1
