reactants,products
Cc1ccc([N+](=O)[O-])cc1CC(=O)N1CCC(c2c[nH]c3c(Cl)cccc23)CC1,Cc1ccc(N)cc1CC(=O)N1CCC(c2c[nH]c3c(Cl)cccc23)CC1
CCc1ccc(N2Cc3cnc(Cl)nc3N([C@H]3CC[C@H](O[Si](C)(C)C(C)(C)C)C3)C2=O)cc1.Nc1ccc(F)cc1,CCc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@H]3CC[C@H](O[Si](C)(C)C(C)(C)C)C3)C2=O)cc1
Clc1ncc2cnn(CC3CCCNC3)c2n1.Cn1cc(N)cn1,Cn1cc(Nc2ncc3cnn(CC4CCCNC4)c3n2)cn1
C#CC[C@@H](C[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.CS(=O)(=O)OCCN=[N+]=[N-],CC(C)(C)OC(=O)N[C@@H](C[C@H](Cc1cn(CCOS(C)(=O)=O)nn1)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
CCOC(=O)CCC(C)Cl.Sc1nnc(S)s1,CCOC(=O)CCC(C)Sc1nnc(S)s1
N[C@H]1CC[C@H](O)CC1.O=c1[nH]cnc2cc(F)ccc12,NC1CCC(Oc2ccc3c(=O)[nH]cnc3c2)CC1
Cc1cc(Br)ncc1Br.OB(O)c1ccccc1,Cc1cc(-c2ccccc2)ncc1Br
Brc1cccc2sccc12.CON(C)C(=O)CC1CC1,O=C(CC1CC1)c1cccc2sccc12
CC=C(C(=O)OCC)C(C)CCCC,CC=C(C(=O)O)C(C)CCCC
COC(=O)c1ccc(C=C[C@@H]2C[C@H]2C(=O)NCc2ccc(-c3cccc(F)c3C(=O)OC)cc2F)cc1,COC(=O)c1c(F)cccc1-c1ccc(CNC(=O)[C@@H]2C[C@H]2C=Cc2ccc(C(=O)O)cc2)c(F)c1
COC(=O)c1cc[nH]c1.Clc1ccnc2ccccc12,COC(=O)c1ccn(-c2ccnc3ccccc23)c1
CN1C(=O)Cc2c(Oc3ccc(N)cc3Cl)cccc21.Cn1c(C#N)cc2ncnc(Cl)c21,CN1C(=O)Cc2c(Oc3ccc(Nc4ncnc5cc(C#N)n(C)c45)cc3Cl)cccc21
O=[N+]([O-])c1ccc(F)cc1.Oc1ccc(Cl)cc1C1CCCCC1,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2C2CCCCC2)cc1
CC(C)c1ccc2c(c1)NCC2.COc1cc2ncnc(Cl)c2cc1OC,COc1cc2ncnc(N3CCc4ccc(C(C)C)cc43)c2cc1OC
Clc1ncnc2ccccc12.NN,NNc1ncnc2ccccc12
CC(=O)N1c2ccccc2NC(=O)[C@@H](NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)[C@@H]1C.Cc1ccc2ccccc2c1CCl,CC(=O)N1c2ccccc2N(Cc2c(C)ccc3ccccc23)C(=O)[C@@H](NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)[C@@H]1C
N=C(N)NN.O=Cc1cccc(C(F)(F)F)c1F,N=C(N)NN=Cc1cccc(C(F)(F)F)c1F
CNc1cccc(Cl)c1.Clc1ncnc(Cl)n1,CN(c1cccc(Cl)c1)c1ncnc(Cl)n1
CC(C)(C)OC(=O)Nc1ccc(C(F)(F)F)cc1N.Cc1nccc(-c2cccc(C(=O)CC(=O)OC(C)(C)C)c2)c1C,Cc1nccc(-c2cccc(C(=O)CC(=O)Nc3cc(C(F)(F)F)ccc3NC(=O)OC(C)(C)C)c2)c1C
C1CCNC1.CCOC(=O)c1ccc(Br)s1,CCOC(=O)c1ccc(N2CCCC2)s1
CCOC(=O)c1cc(C)c(C=C2C(=O)Nc3ccc(Cl)cc32)[nH]1,Cc1cc(C(=O)O)[nH]c1C=C1C(=O)Nc2ccc(Cl)cc21
CC(=O)NCCN.Clc1ccc(-c2nc(Cl)cc(Cl)n2)cc1,CC(=O)NCCNc1cc(Cl)nc(-c2ccc(Cl)cc2)n1
COc1cc(N)c(C(N)=O)c(OC)c1.Cc1ccccc1C=O,COc1cc(OC)c2c(=O)[nH]c(-c3ccccc3C)nc2c1
BrC(Br)(Br)Br.COC(=O)c1ccc(C(F)(F)F)c(N(CCO)S(C)(=O)=O)c1,COC(=O)c1ccc(C(F)(F)F)c(N(CCBr)S(C)(=O)=O)c1
Cc1cc(Cl)n2nccc2n1.N#Cc1ccccc1-c1oc2ccc(CN)cc2c1Br,Cc1cc(NCc2ccc3oc(-c4ccccc4C#N)c(Br)c3c2)n2nccc2n1
N#Cc1ccc(-c2cnc3cc(-c4ccsc4)ccn23)cc1,NCc1ccc(-c2cnc3cc(-c4ccsc4)ccn23)cc1
Clc1nncc2ccccc12.Oc1ccc(N2CCNCC2)cc1,Oc1ccc(N2CCN(c3nncc4ccccc34)CC2)cc1
Clc1ncnc2[nH]cnc12.NC(=O)c1cccc2c(NCc3cccc(N)c3)ncnc12,NC(=O)c1cccc2c(NCc3cccc(Nc4ncnc5[nH]cnc45)c3)ncnc12
CC(C)(C)C[C@@H]1N[C@@H](C(=O)O)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F.COC(=O)c1cc(OC)c(N)cc1F,COC(=O)c1cc(OC)c(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)cc1F
CC(C)(C)OC(=O)N1C[C@H](O)C[C@H]1C(=O)O.Clc1cc(-c2ccccn2)nc2ccsc12,CC(C)(C)OC(=O)N1C[C@H](Oc2cc(-c3ccccn3)nc3ccsc23)C[C@H]1C(=O)O
CC(N)c1cnccn1.Cc1ccc(-c2cc(C(=O)O)cc(-n3c(C)nnc3C(C)C)c2)cc1,Cc1ccc(-c2cc(C(=O)NC(C)c3cnccn3)cc(-n3c(C)nnc3C(C)C)c2)cc1
C#C[C@]1(O)CCN(C)C1=O.CNC(=O)c1c(C(N)=O)nn2c1CCOc1ccc(Br)cc1-2,CNC(=O)c1c(C(N)=O)nn2c1CCOc1ccc(C#C[C@]3(O)CCN(C)C3=O)cc1-2
CC(C)(C)OC(=O)Nc1ccc(B(O)O)cc1.C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(Cl)n1,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)OC(C)(C)C)cc2)n1
CCC(O)(c1cn(Cc2ccc3c(-c4ccc(F)cc4)cc(Cl)nc3c2)nn1)C(F)(F)F.NCc1ccccc1,CC[C@](O)(c1cn(Cc2ccc3c(-c4ccc(F)cc4)cc(NCc4ccccc4)nc3c2)nn1)C(F)(F)F
COC(=O)CCN(CCc1ccc(OC)cc1)S(=O)(=O)c1ccc(-c2nnn[nH]2)cc1.NO,COc1ccc(CCN(CCC(=O)NO)S(=O)(=O)c2ccc(-c3nnn[nH]3)cc2)cc1
CCCCCCCCCCCCCCCCCCOc1ccc([N+](=O)[O-])c(C)c1,CCCCCCCCCCCCCCCCCCOc1ccc(N)c(C)c1
CCS[C@@H]1NC(=O)[C@H]1NC(=O)COc1ccccc1.OO,CCS(=O)[C@@H]1NC(=O)[C@H]1NC(=O)COc1ccccc1
CC(=O)N1CCNCC1.COc1cc(Br)cc(C)c1OCCCN1CCN(c2cccc3sccc23)CC1,COc1cc(N2CCN(C(C)=O)CC2)cc(C)c1OCCCN1CCN(c2cccc3sccc23)CC1
CCN(CC)CCBr.O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(Cl)c(Nc2ncnc3[nH]ncc23)c1,CCN(CC)CCn1ncc2c(Nc3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc3Cl)ncnc21
COC(=O)CNc1nc2ncc(-c3cn(Cc4cc(Cl)c(Cl)c(Cl)c4)nn3)nc2s1,O=C(O)CNc1nc2ncc(-c3cn(Cc4cc(Cl)c(Cl)c(Cl)c4)nn3)nc2s1
CC(=O)NC(C)C(=O)O.COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCNC[C@H]1c1ccccc1,COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCN(C(=O)C(C)NC(C)=O)C[C@H]1c1ccccc1
CCOC(=O)C1=Cc2cc(Cl)ccc2OC1C(F)(F)F,O=C(O)C1=Cc2cc(Cl)ccc2OC1C(F)(F)F
C#CCCN1CCN(C)CC1.N#Cc1cnc2sc(I)cc2c1Nc1ccc2[nH]ccc2c1,CN1CCN(CCC#Cc2cc3c(Nc4ccc5[nH]ccc5c4)c(C#N)cnc3s2)CC1
CC(NCCCCNC(=O)OC(C)(C)C)c1nccn1C.Cc1cccnc1C=O,Cc1cccnc1CN(CCCCNC(=O)OC(C)(C)C)C(C)c1nccn1C
CC(C)(C)OC(=O)N1CC[C@H]1COc1cnc[c]([Sn]([CH3])([CH3])[CH3])c1.COC(=O)C=Cc1cc(F)cc(I)c1,COC(=O)C=Cc1cc(F)cc(-c2cncc(OC[C@@H]3CCN3C(=O)OC(C)(C)C)c2)c1
Cn1cnc([N+](=O)[O-])c1Cl.NCCN1CCC(Nc2nc3cccnc3n2Cc2ccc(F)cc2)CC1,Cn1cnc([N+](=O)[O-])c1NCCN1CCC(Nc2nc3cccnc3n2Cc2ccc(F)cc2)CC1
CCc1noc(-c2sc(N)nc2-c2ccccc2)n1.O=C(Cl)Cc1ccccc1,CCc1noc(-c2sc(NC(=O)Cc3ccccc3)nc2-c2ccccc2)n1
CCCOc1cc2c(cc1/C(CC)=C(F)\C=C\C(C)=C(/F)C(=O)OCC)C(C)(C)CCC2(C)C,CCCOc1cc2c(cc1/C(CC)=C(F)\C=C\C(C)=C(/F)C(=O)O)C(C)(C)CCC2(C)C
O=C1c2ccccc2C(=O)c2cc(Cl)ccc21.OB(O)c1ccccc1-c1ccccc1,O=C1c2ccccc2C(=O)c2cc(-c3ccccc3-c3ccccc3)ccc21
CC(C)=CCBr.O=[N+]([O-])c1ncc[nH]1,CC(C)=CCn1ccnc1[N+](=O)[O-]
CCOC(=O)C(CC(C)=O)C(=O)c1ccccc1.Nc1cccc(I)c1,CCOC(=O)c1cc(C)n(-c2cccc(I)c2)c1-c1ccccc1
Nc1ncnc2[nH]nc(I)c12.O=c1oc(CBr)c(-c2ccccc2)c2ccccc12,Nc1ncnc2c1c(I)nn2Cc1oc(=O)c2ccccc2c1-c1ccccc1
CN(C)CCOC(=O)c1cc(-c2ccccc2)c(=O)n2c1-c1sccc1SCC2.O=C(OO)c1cccc(Cl)c1,CN(C)CCOC(=O)c1cc(-c2ccccc2)c(=O)n2c1-c1sccc1S(=O)CC2
O=C(Cl)c1ccccc1.O=C1C=CC(O)C1,O=C1C=CC(OC(=O)c2ccccc2)C1
CCOC(=O)c1cnc2ccccc2c1N(CC1CC1)CC1CC1,OCc1cnc2ccccc2c1N(CC1CC1)CC1CC1
CC(=O)Nc1cc(N2CCCN(C(=O)OC(C)(C)C)CC2)ccc1S(=O)(=O)c1cccc(F)c1,CC(=O)Nc1cc(N2CCCNCC2)ccc1S(=O)(=O)c1cccc(F)c1
COC(=O)c1ccc(NC(=O)C(CC2CCCC2)c2ccc(-c3cccc4ccccc34)cc2)nc1,O=C(O)c1ccc(NC(=O)C(CC2CCCC2)c2ccc(-c3cccc4ccccc34)cc2)nc1
COC(=O)c1ccc(C(=O)OCc2ccccc2)cc1F,COC(=O)c1ccc(C(=O)O)cc1F
Nc1ccc(S(=O)(=O)N2CCOCC2)cc1.O=C(Cl)c1cnc(Cl)nc1Cl,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cnc(Cl)nc1Cl
CCOC(=O)C(=O)OCC.NN,CCOC(=O)C(=O)NN
CC(C)c1ccc(N)c([N+](=O)[O-])c1.CC(CBr)Cc1ccc(Cl)cc1,CC(CNc1ccc(C(C)C)cc1[N+](=O)[O-])Cc1ccc(Cl)cc1
ClCCBr.O=[N+]([O-])c1ccccc1O,O=[N+]([O-])c1ccccc1OCCCl
CCOc1cc([C@@H](CC(=O)N(C)C)N2Cc3cccc(N)c3C2=O)ccc1OC.O=C(Cl)C1CC1,CCOc1cc([C@@H](CC(=O)N(C)C)N2Cc3cccc(NC(=O)C4CC4)c3C2=O)ccc1OC
N#Cc1ccc(Oc2ccc(C(N)=O)cc2)nc1,NCc1ccc(Oc2ccc(C(N)=O)cc2)nc1
CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C1OC(=O)c2cc(Cl)c(Cl)cc21,CCOC(=O)C=C1OC(=O)c2cc(Cl)c(Cl)cc21
CCCCCC1CCc2c(I)c(OCOC)c(F)c(F)c2O1,CCCCCC1CCc2c(I)c(O)c(F)c(F)c2O1
Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1C=CC(O)C1,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1
Cc1cnc(N)cn1.O=C(Cl)Oc1ccccc1,Cc1cnc(NC(=O)Oc2ccccc2)cn1
CCN=C=O.Cn1cc(-c2cc3c(-c4cnc(C5(N)CCC5)s4)c(Cl)cnc3[nH]2)cn1,CCNC(=O)NC1(c2ncc(-c3c(Cl)cnc4[nH]c(-c5cnn(C)c5)cc34)s2)CCC1
COC(=O)c1cc(I)ccc1O.Fc1ccc(CBr)cc1,COC(=O)c1cc(I)ccc1OCc1ccc(F)cc1
C=C(C)C(=O)Cl.NCCN,C=C(C)C(=O)NCCN
NC(=S)Cc1c[nH]cn1.O=C1c2ccc3ccccc3c2CCC1Br,c1ccc2c3c(ccc2c1)-c1nc(Cc2c[nH]cn2)sc1CC3
CC(C)(C)NC(=O)c1cc(Cl)ccn1.COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4)cn2)cc1,COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4c3ccnc(C(=O)NC(C)(C)C)c3)cn2)cc1
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3sc(C(=O)O)c(-c4ccccc4)c3c2)cc1.NCCN1CCOCC1,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3sc(C(=O)NCCN4CCOCC4)c(-c4ccccc4)c3c2)cc1
CC(C)(C)OC(=O)CN.N#Cc1ccc(N=C=S)cc1,CC(C)(C)OC(=O)CNC(=S)Nc1ccc(C#N)cc1
Cc1[nH]c(C(=O)NC2CCN(c3cc(C(N)=O)nc(Cl)n3)CC2)c(Cl)c1Cl,Cc1[nH]c(C(=O)NC2CCN(c3cc(C#N)nc(Cl)n3)CC2)c(Cl)c1Cl
COc1cccc(-c2ccc(C)cc2N)c1.Cc1ccc2c(Cl)ccnc2n1,COc1cccc(-c2ccc(C)cc2Nc2ccnc3nc(C)ccc23)c1
C[C@@H]1CN(c2ncc(Br)cc2C=O)C[C@H](C)O1.OB(O)c1cccnc1,C[C@@H]1CN(c2ncc(-c3cccnc3)cc2C=O)C[C@H](C)O1
CC#CCOc1cc(C#CCN2CCOCC2)cc(Sc2ccc(OCC(=O)OCC)c(C)c2)c1,CC#CCOc1cc(C#CCN2CCOCC2)cc(Sc2ccc(OCC(=O)O)c(C)c2)c1
N#Cc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,NCc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1
CC1(C)OB(c2cc(Cl)c(O)c(Cl)c2)OC1(C)C.O=C(c1cnc2ccc(Br)cc2c1N[C@H]1CC[C@H](CN2CCC(O)C2)CC1)C1CC1,O=C(c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)cc2c1N[C@@H]1CC[C@@H](CN2CCC(O)C2)CC1)C1CC1
C[Si](C)(C)c1ccc(B(O)O)cc1.Cc1ccc(Br)nc1,Cc1ccc(-c2ccc([Si](C)(C)C)cc2)nc1
COC(=O)C1(C)OCC(Cc2nc(-c3ccccc3)oc2C)CO1,Cc1oc(-c2ccccc2)nc1CC1COC(C)(C(=O)O)OC1
CC(C)(C)CC1NC(C(=O)OC(C)(C)C)C(c2cccc(Cl)c2F)C1(C#N)c1ncc(Cl)cc1F,CC(C)(C)CC1NC(C(=O)O)C(c2cccc(Cl)c2F)C1(C#N)c1ncc(Cl)cc1F
CC(C)(C#N)c1ccc([N+](=O)[O-])cc1F,CC(C)(CN)c1ccc([N+](=O)[O-])cc1F
CC(C)C(=O)Nc1cccc(C2CCN(CCCCC(O)c3ccccc3)CC2)c1.CCOc1ccccc1O,CCOc1ccccc1OC(CCCCN1CCC(c2cccc(NC(=O)C(C)C)c2)CC1)c1ccccc1
C=O.CCC1(C)CC(OCc2ccccc2)C(C)C(C)(CC)N1,CCC1(C)CC(OCc2ccccc2)C(C)C(C)(CC)N1C
COc1cc[c]([Mg+])cc1.Fc1cc(F)cc(Br)c1,COc1ccc(-c2cc(F)cc(F)c2)cc1
COc1ccc(-c2cc3c4cc(-c5ccn[nH]5)ccc4n(C)c3n(C)c2=O)c(Cl)c1,Cn1c(=O)c(-c2ccc(O)cc2Cl)cc2c3cc(-c4ccn[nH]4)ccc3n(C)c21
Cc1cccc(C)c1N.O=C(O)CBr,Cc1cccc(C)c1NC(=O)CBr
O=C1CCc2ccc(C=CCCCN3CCN(c4cccc5c4CCCC5)CC3)nc2N1,O=C1CCc2ccc(CCCCCN3CCN(c4cccc5c4CCCC5)CC3)nc2N1
CCCCCC(=O)CCCCC.NO,CCCCCC(CCCCC)=NO
Clc1cccc(CBr)c1.Nc1cc[nH]n1,Nc1ccn(Cc2cccc(Cl)c2)n1
CCOC(=O)C(C(=O)OCC)c1ccc(Br)cc1.CNc1ccccc1,CCOC(=O)C(C(=O)OCC)c1ccc(N(C)c2ccccc2)cc1
CC(Br)C(=O)Cl.OCC1CCCO1,CC(Br)C(=O)OCC1CCCO1
O=C(NCc1cccc(C(F)(F)F)c1)c1ccnc(Br)c1.O=[N+]([O-])c1ccccc1B(O)O,O=C(NCc1cccc(C(F)(F)F)c1)c1ccnc(-c2ccccc2[N+](=O)[O-])c1
C=O.CCCNCCC.CCc1oc2cc(C)nn2c1-c1ccc(Cl)cc1Cl,CCCN(CCC)Cc1c(C)nn2c(-c3ccc(Cl)cc3Cl)c(CC)oc12
CC(C)(N)c1ccccc1.COC(=O)c1cccc(-c2nn(C3CCCCO3)c3ccc(-c4ncn(C(c5ccccc5)(c5ccccc5)c5ccccc5)n4)cc23)c1,CC(C)(NC(=O)c1cccc(-c2nn(C3CCCCO3)c3ccc(-c4ncn(C(c5ccccc5)(c5ccccc5)c5ccccc5)n4)cc23)c1)c1ccccc1
Nc1cc(F)c(-n2cnc(Cl)c2)c(F)c1,Nc1cc(F)c(-n2ccnc2)c(F)c1
COc1cc(CC(=O)Nc2cccc(I)c2)ccc1OCCNC(=O)OC(C)(C)C.OB(O)c1ccccc1,COc1cc(CC(=O)Nc2cccc(-c3ccccc3)c2)ccc1OCCNC(=O)OC(C)(C)C
CC1(C)OB(c2cccc(CN)c2)OC1(C)C.CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1,CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(-c4cccc(CN)c4)cc23)CC1
CCCN.Cc1cc(C(=N)NO)nc(Cl)n1,CCCNc1nc(C)cc(C(=N)NO)n1
NCc1ccncc1.O=S(=O)(Cl)c1ccc(Br)s1,O=S(=O)(NCc1ccncc1)c1ccc(Br)s1
Clc1ccc2c(c1)CC1(CCN(Cc3ccccc3)C1)O2,Clc1ccc2c(c1)CC1(CCNC1)O2
CCOC(=O)C1(CI)CCN(C(=O)c2ccc(F)cc2)C1.Oc1ccc(-c2ccc(Cl)cn2)cc1,CCOC(=O)C1(COc2ccc(-c3ccc(Cl)cn3)cc2)CCN(C(=O)c2ccc(F)cc2)C1
Nc1nccc(Cl)n1.O=C(Nc1ccc(O)cc1)c1ccccc1Nc1ccc(F)cc1,Nc1nccc(Oc2ccc(NC(=O)c3ccccc3Nc3ccc(F)cc3)cc2)n1
CCOc1cc(O)cc(CC(=O)OC)c1.FC(F)(F)c1ccc(-c2cccc(Br)c2)cc1,CCOc1cc(CC(=O)OC)cc(Oc2cccc(-c3ccc(C(F)(F)F)cc3)c2)c1
CN(C)CCOc1ccc(C(=O)O)cc1.COc1cc2c(cc1Cl)CCNCC2c1cccc2c1OCC2,COc1cc2c(cc1Cl)CCN(C(=O)c1ccc(OCCN(C)C)cc1)CC2c1cccc2c1OCC2
CC(C)c1nc2c(c(I)c1[C@H](O)c1ccc(C(F)(F)F)cc1)[C@@H](O[Si](C)(C)C(C)(C)C)CC1(CCC1)C2.CC1(C)OB(C2=CCOCC2)OC1(C)C,CC(C)c1nc2c(c(C3=CCOCC3)c1[C@H](O)c1ccc(C(F)(F)F)cc1)[C@@H](O[Si](C)(C)C(C)(C)C)CC1(CCC1)C2
CC(=O)Cl.Nc1c(F)cccc1[N+](=O)[O-],CC(=O)Nc1c(F)cccc1[N+](=O)[O-]
C#CCNC(=O)Cc1ccc2cc[nH]c2c1.FC(F)(F)Oc1ccc(I)cc1,O=C(Cc1ccc2cc[nH]c2c1)NCC#Cc1ccc(OC(F)(F)F)cc1
COC(=O)CBr.O=C1C2=C(CCCC2)C(=O)N1c1cc(O)c(Cl)cc1F,COC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl
C[C@@H]1CN[C@@H](c2ccc(F)cc2)CO1.O=C1COc2ccc(Br)nc2N1,C[C@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccc(F)cc2)CO1
Cc1cnc(N2CCN(C(=O)c3c(F)cc(Br)cc3F)CC2)c(C)c1.O=C1CC[C@H](CO)N1,Cc1cnc(N2CCN(C(=O)c3c(F)cc(N4C(=O)CC[C@@H]4CO)cc3F)CC2)c(C)c1
COC(=O)c1cc(Cl)ccc1N.O=C(Cl)c1cccc(CCl)c1,COC(=O)c1cc(Cl)ccc1NC(=O)c1cccc(CCl)c1
O=C(N1CC2CCC(C1)c1cc([N+](=O)[O-])c(O)cc12)C(F)(F)F,Nc1cc2c(cc1O)C1CCC2CN(C(=O)C(F)(F)F)C1
CCOP(OCC)OCC.COCOc1cc(CI)cc(OCOC)c1CC=C(C)CCC=C(C)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CCOP(=O)(Cc1cc(OCOC)c(CC=C(C)CCC=C(C)CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)c(OCOC)c1)OCC
CC1(O[Si](C)(C)C)CN(C(=O)OCc2ccccc2)CCC1=O,CC1(O)CN(C(=O)OCc2ccccc2)CCC1=O
CC(C)Cc1ccc(-c2nc(Br)ns2)cc1C#N.CCc1c(C=O)cccc1B1OC(C)(C)C(C)(C)O1,CCc1c(C=O)cccc1-c1nsc(-c2ccc(CC(C)C)c(C#N)c2)n1
C#CCO.O/N=C/c1cc(C(F)(F)F)cc(C(F)(F)F)c1,OCc1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)no1
CC(C)(C)OC(=O)N1CCNCC1.Cn1c(-c2cc(Br)ccc2F)nc2ccccc21,Cn1c(-c2cc(N3CCN(C(=O)OC(C)(C)C)CC3)ccc2F)nc2ccccc21
C[C@@H]1CN2c3c(cc(C(=O)O)c(F)c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1.NC1CCOC1=O,C[C@@H]1CN2c3c(cc(C(=O)NC4CCOC4=O)c(F)c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
CC(Br)c1ccnc2ncnn12.Oc1ccc(F)cc1,CC(Oc1ccc(F)cc1)c1ccnc2ncnn12
BrC1CCCC1.COC(=O)c1ccc(O)cc1,COC(=O)c1ccc(OC2CCCC2)cc1
ClCCNCCCl.Nc1c(F)cc(F)cc1F,Fc1cc(F)c(N2CCNCC2)c(F)c1
COc1ccc(F)cc1C(C)(C)C[C@@](O)(C(=O)O)C(F)(F)F,COc1ccc(F)cc1C(C)(C)C[C@@](O)(CO)C(F)(F)F
Cc1cc(Br)c(N)c(Br)c1.N#Cc1ccc(Nc2nccc(Cl)n2)cc1,Cc1cc(Br)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(Br)c1
CCOC(=O)C(Cl)c1ccccc1Cl.O=c1[nH]c2c(c(=O)n1Cc1ccccc1)CNCC2,CCOC(=O)C(c1ccccc1Cl)N1CCc2[nH]c(=O)n(Cc3ccccc3)c(=O)c2C1
COC(=O)CCNC(=O)c1ccc(C(CCC(F)(F)F)Oc2cc(C)c(I)c(C)c2)s1.OB(O)c1ccc(OC(F)(F)F)cc1,COC(=O)CCNC(=O)c1ccc(C(CCC(F)(F)F)Oc2cc(C)c(-c3ccc(OC(F)(F)F)cc3)c(C)c2)s1
CCN(Cc1ccccc1OCc1ccccc1)c1ccc(C(=O)OC(C)(C)C)c(F)c1,CCN(Cc1ccccc1OCc1ccccc1)c1ccc(C(=O)O)c(F)c1
Nc1ccccc1.S=C(Cl)N(Cc1ccc(Br)cc1)C1CCCC1,S=C(Nc1ccccc1)N(Cc1ccc(Br)cc1)C1CCCC1
CCOC(=O)N1CCC(Nc2nc3ccccc3[nH]2)CC1.Cc1nc(CCl)cs1,CCOC(=O)N1CCC(Nc2nc3ccccc3n2Cc2csc(C)n2)CC1
OB(O)c1ccc(OC(F)(F)F)c(F)c1.OCc1ccc(Br)cn1,OCc1ccc(-c2ccc(OC(F)(F)F)c(F)c2)cn1
CNOC.COc1ccc(O)c(C(=O)O)c1,COc1ccc(O)c(C(=O)N(C)OC)c1
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2cccc(C(=O)OC(C)(C)C)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2cccc(C(=O)O)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F
C#C[Si](C)(C)C.O=S(=O)(Oc1cncc(Cl)c1)C(F)(F)F,C[Si](C)(C)C#Cc1cncc(Cl)c1
COc1ccc2cccnc2c1O.ClCc1ccccc1,COc1ccc2cccnc2c1OCc1ccccc1
CCCN.O=C(O)c1ccc([N+](=O)[O-])s1,CCCNC(=O)c1ccc([N+](=O)[O-])s1
CSc1nsc(Cl)n1.OCc1ccco1,CSc1nsc(OCc2ccco2)n1
CC(C)(C)[O-].CC(C)(CCl)C(=O)Cl,CC(C)(C)OC(=O)C(C)(C)CCl
CC(C)(C)OC(=O)NC1(c2ccc(C(=O)NN)cn2)CC1.O=C(O)C1CC1,CC(C)(C)OC(=O)NC1(c2ccc(C(=O)NNC(=O)C3CC3)cn2)CC1
CCOC(=O)C(=Cc1ccncc1)C(=O)OCC,CCOC(=O)C(=CC1CCNCC1)C(=O)OCC
COc1cccc(N)c1.Cc1ccccc1C=O,COc1cccc(N=Cc2ccccc2C)c1
ClCc1ccc(Cl)c(Cl)c1.O=C1NCCN1,O=C1NCCN1Cc1ccc(Cl)c(Cl)c1
C[C@]12CC[C@H](O)CC1NC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C[C@]12CCC(=O)CC1NC(=O)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
O=C(c1ccccc1)c1cccc(Br)c1,OC(c1ccccc1)c1cccc(Br)c1
C#C[C@]1(O)CCN(C)C1=O.COC(=O)c1nc2c(s1)C(F)(F)COc1ccc(Br)cc1-2,COC(=O)c1nc2c(s1)C(F)(F)COc1ccc(C#C[C@]3(O)CCN(C)C3=O)cc1-2
