reactants,products
Brc1ccnc(NCCN2CCCC2)c1.CC1(C)OB(c2ccc3ncnc(N)c3c2)OC1(C)C,Nc1ncnc2ccc(-c3ccnc(NCCN4CCCC4)c3)cc12
CC(C)(C)OC(=O)NCc1cccc(C(=O)O)c1.NCCN1CCCC1,CC(C)(C)OC(=O)NCc1cccc(C(=O)NCCN2CCCC2)c1
CC(=O)OC(C)=O.O=C1CNCCN1,CC(=O)N1CCNC(=O)C1
Cc1ccc2ncc(C(=O)O)c(=O)n2c1.NC1CCCC1,Cc1ccc2ncc(C(=O)NC3CCCC3)c(=O)n2c1
COc1ccc(CNc2c(OCCSc3ccccc3Cl)n[nH]c(=O)c2Br)cc1OC.O=C(OO)c1cccc(Cl)c1,COc1ccc(CNc2c(OCCS(=O)c3ccccc3Cl)n[nH]c(=O)c2Br)cc1OC
CCOC(=O)c1ccc(Cl)nc1.c1ccc2[nH]cnc2c1,CCOC(=O)c1ccc(-n2cnc3ccccc32)nc1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)c1ccccc1,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)c1ccccc1
C=O.COC(=O)C(NCCc1cccs1)c1ccccc1Cl,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
CC1(C)C(=O)Nc2cc(B3OC(C)(C)C(C)(C)O3)ccc21.C[C@@H](Oc1cc(Cl)cn2ncc(C3CC3)c12)[C@H]1CNC(=O)C1,C[C@@H](Oc1cc(-c2ccc3c(c2)NC(=O)C3(C)C)cn2ncc(C3CC3)c12)[C@H]1CNC(=O)C1
Cc1ccc[c]([Mg+])c1.O=C1c2ccccc2-c2ccccc21,Cc1cccc(C2(O)c3ccccc3-c3ccccc32)c1
CCN(CC)CCO.CS(=O)(=O)c1cc(CCC(=O)O)nc(-c2nc(=O)c3ccc(Cl)cc3s2)c1,CCN(CC)CCOC(=O)CCc1cc(S(C)(=O)=O)cc(-c2nc(=O)c3ccc(Cl)cc3s2)n1
Cc1nccn1-c1cccc(O)c1.O=[N+]([O-])c1ccc(F)c(Cl)c1,Cc1nccn1-c1cccc(Oc2ccc([N+](=O)[O-])cc2Cl)c1
CC1CCN(c2ccc(CO)cc2N)CC1.N#Cc1ccc(C(=O)Cl)o1,CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1
CC(=O)N[C@@H](Cc1cc(F)cc(Br)c1)[C@H](O)[C@H]1CO[C@@H](OCC(C)(C)C)[C@H](C)N1C(=O)OC(C)(C)C.CC(C)C[CH2][Zn+],CC(=O)N[C@@H](Cc1cc(F)cc(CCC(C)C)c1)[C@H](O)[C@H]1CO[C@@H](OCC(C)(C)C)[C@H](C)N1C(=O)OC(C)(C)C
C=O.Cc1nccn1-c1ccc(Nc2nc3c(c(NC[C@@H]4CCCO4)n2)CNCC3)cc1,Cc1nccn1-c1ccc(Nc2nc3c(c(NC[C@@H]4CCCO4)n2)CN(C)CC3)cc1
COC(=O)c1c(F)ccc(I)c1C,Cc1c(I)ccc(F)c1CO
CC(C)NCc1nc(-c2ccc(C(F)(F)F)cc2)no1.O=C(Cl)COc1ccc(C(F)(F)F)cc1,CC(C)N(Cc1nc(-c2ccc(C(F)(F)F)cc2)no1)C(=O)COc1ccc(C(F)(F)F)cc1
N#CN=C1NCCN1c1ccc([N+](=O)[O-])cc1,N#CN=C1NCCN1c1ccc(N)cc1
CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)Cl.NN,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)NN
CS(=O)(=O)Cl.O=C1OCCN1c1ccc(CCO)cc1,CS(=O)(=O)OCCc1ccc(N2CCOC2=O)cc1
C=CCO.Clc1cc(Cl)nc(OCc2ccccc2)n1,C=CCOc1cc(Cl)nc(OCc2ccccc2)n1
CC(C)(C)OC(=O)N[C@@]12CC[C@H](F)[C@@H]1CN(C(=O)OCc1ccccc1)C2,CC(C)(C)OC(=O)N[C@@]12CC[C@H](F)[C@@H]1CNC2
CC(=O)c1ccccc1F.COC(=O)c1ccc(O)cc1,COC(=O)c1ccc(Oc2ccccc2C(C)=O)cc1
BrCCOc1ccccc1.C=CCn1c(N)nc(N2CCc3ccccc3CC2)c(C#N)c1=O,C=CCn1c(NCCOc2ccccc2)nc(N2CCc3ccccc3CC2)c(C#N)c1=O
CN1CCN(S(=O)(=O)c2ccc(Br)cc2)CC1.COc1ccc(Cl)c(-c2cc(C)c3nc(N)nnc3c2)c1,COc1ccc(Cl)c(-c2cc(C)c3nc(Nc4ccc(S(=O)(=O)N5CCN(C)CC5)cc4)nnc3c2)c1
CCOC(=O)c1cc2ccccc2[nH]1.Cc1ccc(Br)cc1,CCOC(=O)c1cc2ccccc2n1-c1ccc(C)cc1
Nc1cccc(C(c2cc(F)ccc2F)S(=O)(=O)c2ccc(Cl)cc2)n1.O=C(O)Cc1ccccn1,O=C(Cc1ccccn1)Nc1cccc(C(c2cc(F)ccc2F)S(=O)(=O)c2ccc(Cl)cc2)n1
C=O.c1cncc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(N5CCNCC5)cc4)cc23)c1,CN1CCN(c2ccc(-c3cnc4[nH]c5cnc(-c6cccnc6)cc5c4c3)cc2)CC1
CCNCC.COC(=O)c1cc(CBr)cc(C)c1N(Cc1ccccc1)S(=O)(=O)c1ccc(OC)cc1,CCN(CC)Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OC)cc2)c(C(=O)OC)c1
O=C(O)c1cc(O)cc(O)c1.OCC(Cl)(Cl)Cl,O=C(OCC(Cl)(Cl)Cl)c1cc(O)cc(O)c1
Cc1cc([N+](=O)[O-])cc(Br)c1N.OB(O)c1ccccc1,Cc1cc([N+](=O)[O-])cc(-c2ccccc2)c1N
COC(=O)c1cccc(C(F)(F)N2CCC(OC(c3ccccc3)c3ccccc3)CC2)n1,O=C(O)c1cccc(C(F)(F)N2CCC(OC(c3ccccc3)c3ccccc3)CC2)n1
Cc1ccc2on(C(c3ccccc3)(c3ccccc3)c3ccccc3)c(=O)c2c1.O=C1CCC(=O)N1Br,O=c1c2cc(CBr)ccc2on1C(c1ccccc1)(c1ccccc1)c1ccccc1
CC(=O)Nc1ccc(C=O)cc1[N+](=O)[O-],Nc1ccc(C=O)cc1[N+](=O)[O-]
CCOC(=O)C(C)(C)Cc1c(SC(C)(C)C)c2cc(O)ccc2n1Cc1ccc(Cl)cc1.ClCc1cccnc1,CCOC(=O)C(C)(C)Cc1c(SC(C)(C)C)c2cc(OCc3cccnc3)ccc2n1Cc1ccc(Cl)cc1
N#Cc1cccc(CBr)c1.Nc1nc(N)c2nc(CN3CCNCC3)nnc2n1,N#Cc1cccc(CN2CCN(Cc3nnc4nc(N)nc(N)c4n3)CC2)c1
CC(C)CC(NC(=O)c1ccc2c(Cl)cnc(Cl)c2c1)C(=O)OC(C)(C)C.N=C(N)N,CC(C)CC(NC(=O)c1ccc2c(Cl)cnc(NC(=N)N)c2c1)C(=O)OC(C)(C)C
CCCN1CCC[C@H]2Cc3nc(Br)ccc3C[C@@H]21,CCCN1CCC[C@H]2Cc3ncccc3C[C@@H]21
CC(C)n1cc(I)nc1C1CC1.Cc1cc(C#C[Si](C)(C)C)ccn1,Cc1cc(C#Cc2cn(C(C)C)c(C3CC3)n2)ccn1
CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)C1CCCC1,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)C3CCCC3)ccc21
CC1(C)OB(c2ccc(F)nc2)OC1(C)C.Cn1ccc(Br)cc1=O,Cn1ccc(-c2ccc(F)nc2)cc1=O
Cn1c(=O)c2ccccc2n(CCCBr)c1=O.c1ccc(C(c2ccccc2)N2CCNCC2)cc1,Cn1c(=O)c2ccccc2n(CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c1=O
CCN(CC)CCCO.O=C(Cl)C1(c2ccccc2)CCC1,CCN(CC)CCCOC(=O)C1(c2ccccc2)CCC1
COC(=O)c1ccc(C2(N)CC2)cc1.O=C(O)c1cc(Cl)cnc1N1CCC(Oc2cccc(F)c2)C1,COC(=O)c1ccc(C2(NC(=O)c3cc(Cl)cnc3N3CCC(Oc4cccc(F)c4)C3)CC2)cc1
Cn1cc(N)cn1.OC1(c2ccccc2Nc2nc(Cl)ncc2Cl)CCOCC1,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3C3(O)CCOCC3)n2)cn1
C=C1CC(C#N)(CO)C1.CS(=O)(=O)Cl,C=C1CC(C#N)(COS(C)(=O)=O)C1
COc1ccc(CNc2nc(Cl)nc3sc(C)c(Cl)c23)cc1Cl.Cc1ncc[nH]1,COc1ccc(CNc2nc(-n3ccnc3C)nc3sc(C)c(Cl)c23)cc1Cl
CCOC(=O)C1(COc2cc(C)c(B3OC(C)(C)C(C)(C)O3)cn2)CCC1.C[Si](C)(C)CCOCn1cc(C(F)(F)F)nc1-c1ccc(Br)cn1,CCOC(=O)C1(COc2cc(C)c(-c3ccc(-c4nc(C(F)(F)F)cn4COCC[Si](C)(C)C)nc3)cn2)CCC1
CC(C)(C)OC(=O)N1CCC(c2cc(=O)[nH]c3c4c(-c5ccccc5)c(F)ccc4nn23)CC1,O=c1cc(C2CCNCC2)n2nc3ccc(F)c(-c4ccccc4)c3c2[nH]1
NCCCOc1cccc(CN2CCOCC2)c1.Nc1nnc(Br)s1,Nc1nnc(NCCCOc2cccc(CN3CCOCC3)c2)s1
CC(=O)Nc1ccc(Sc2ccc(O)cc2N)cc1.Cc1cccc(CBr)c1,CC(=O)Nc1ccc(Sc2ccc(OCc3cccc(C)c3)cc2N)cc1
CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)O.NCCC(c1ccccc1)c1ccccc1,CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)NCCC(c1ccccc1)c1ccccc1
C=CC(C)(C)O.O=C1c2ccccc2C(=O)N1CCc1c[nH]c2ccc(Br)cc12,CC(C)(O)C=Cc1ccc2[nH]cc(CCN3C(=O)c4ccccc4C3=O)c2c1
CN1CCC2(CC1)CCN(Cc1ccccc1)CC2,CN1CCC2(CCNCC2)CC1
COC(=O)c1ccc2nc(-c3ccc4c(c3)OCCCO4)c(N(C)C(C)C)nc2c1,CC(C)N(C)c1nc2cc(C(=O)O)ccc2nc1-c1ccc2c(c1)OCCCO2
CCN.O=Cc1cc(C(F)(F)F)ccc1Br,CCNCc1cc(C(F)(F)F)ccc1Br
CS(=O)(=O)c1ccc(Oc2ncnc3c2cnn3C2CCCCO2)cc1,CS(=O)(=O)c1ccc(Oc2ncnc3[nH]ncc23)cc1
CC1(C)CC(=O)c2c(C(F)F)nn(-c3ccc(C(N)=O)c(Br)c3)c2C1.NC1CCSCC1,CC1(C)CC(=O)c2c(C(F)F)nn(-c3ccc(C(N)=O)c(NC4CCSCC4)c3)c2C1
CC1(C)OB(c2ccc(N)nc2)OC1(C)C.CCOc1cc(-c2cc(C(F)(F)F)nc(-c3cccc(Br)c3)n2)ccc1C(F)(F)F,CCOc1cc(-c2cc(C(F)(F)F)nc(-c3cccc(-c4ccc(N)nc4)c3)n2)ccc1C(F)(F)F
CCOC(=O)C1(NC(=O)OC(C)(C)C)CCNCC1.Clc1ncnc2[nH]ccc12,CCOC(=O)C1(NC(=O)OC(C)(C)C)CCN(c2ncnc3[nH]ccc23)CC1
CCOC(=O)c1ccnc(-c2cc(OC)c(Cl)c(OC)c2)c1,COc1cc(-c2cc(C(=O)O)ccn2)cc(OC)c1Cl
CNC(=O)c1cc(Br)cc(C)c1N.[C-]#N,CNC(=O)c1cc(C#N)cc(C)c1N
CB1OB(C)OB(C)O1.Nc1ccc(S(F)(F)(F)(F)F)cc1Br,Cc1cc(S(F)(F)(F)(F)F)ccc1N
C1COCCN1.CC(=O)N(C)c1c(I)c(N)c(I)c(C(=O)O)c1I,CC(=O)N(C)c1c(I)c(N)c(I)c(C(=O)N2CCOCC2)c1I
CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1.O=C(O)c1ccc2c(c1)[C@H](NC(=O)c1ccccc1Cl)CC2,CC(C)(C)OC(=O)N1CCC2(CCCN(C(=O)c3ccc4c(c3)[C@H](NC(=O)c3ccccc3Cl)CC4)C2)CC1
O=C(CCCCBr)OCc1ccc(N2CCCCC2=O)cc1,O=C1CCCCN1c1ccc(CO)cc1
CC(C)(C)OC(=O)N[C@H]1CC[C@@H](N)CC1.COc1ccc(-c2ccnc3c(C(=O)O)c(C)n(COCC[Si](C)(C)C)c23)c(OCC2CC2)c1,COc1ccc(-c2ccnc3c(C(=O)N[C@@H]4CC[C@H](NC(=O)OC(C)(C)C)CC4)c(C)n(COCC[Si](C)(C)C)c23)c(OCC2CC2)c1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
CCOC(=O)c1cc2cc(C(=O)NC(c3cccc(C(F)(F)F)c3)C(F)(F)F)n(CC)c2cc1Cl,CCn1c(C(=O)NC(c2cccc(C(F)(F)F)c2)C(F)(F)F)cc2cc(C(=O)O)c(Cl)cc21
CNOC.Cc1nc(Cl)n(-c2c(F)cc(F)cc2Cl)c1C(=O)O,CON(C)C(=O)c1c(C)nc(Cl)n1-c1c(F)cc(F)cc1Cl
C1CNC1.CC(C)(C)OC(=O)Nc1cc(Cl)c(C(F)(F)F)cc1[N+](=O)[O-],CC(C)(C)OC(=O)Nc1cc(N2CCC2)c(C(F)(F)F)cc1[N+](=O)[O-]
C=C(CO)COC(=O)OCCCCCCCCCCCCCCCCCC.O=C(O)CCCCCCBr,C=C(COC(=O)CCCCCCBr)COC(=O)OCCCCCCCCCCCCCCCCCC
COC(=O)c1ccc(C(C)Oc2ccncn2)cc1,CC(Oc1ccncn1)c1ccc(C(=O)O)cc1
CC(C)(C)OC(=O)N1CCC(COc2ccc(-c3ccc(S(C)(=O)=O)cc3)nc2)CC1,CS(=O)(=O)c1ccc(-c2ccc(OCC3CCNCC3)cn2)cc1
COc1cc(/C=C(\CCCCl)C(=O)OC(C)(C)C)ccc1-n1cnc(C)n1,COc1cc(/C=C(\CCCCl)C(=O)O)ccc1-n1cnc(C)n1
C#CCBr.COC(=O)c1c(O)cccc1NC(=O)C(C)(C)C,C#CCOc1cccc(NC(=O)C(C)(C)C)c1C(=O)OC
Brc1ccc2c(n1)NCCO2.OB(O)c1cccc(C(F)(F)F)c1,FC(F)(F)c1cccc(-c2ccc3c(n2)NCCO3)c1
COC(=O)c1nc(C)ccc1I.c1nc[nH]n1,COC(=O)c1nc(C)ccc1-n1cncn1
CC1(C)C(C(=O)Cl)C1(C)C.COC(=O)c1cccc2cc[nH]c12,COC(=O)c1cccc2c(C(=O)C3C(C)(C)C3(C)C)c[nH]c12
CI.Cc1cccc(C#Cc2ccc(S(=O)(=O)N[C@H](CC(=O)OCc3ccccc3)CN(C)C)s2)c1,Cc1cccc(C#Cc2ccc(S(=O)(=O)N[C@H](CC(=O)OCc3ccccc3)C[N+](C)(C)C)s2)c1
Cc1cc(C(=O)Cl)no1.O=C(NC12CCC(CC1)Cn1c2nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)C(=O)N1CCNCC1,Cc1cc(C(=O)N2CCN(C(=O)C(=O)NC34CCC(CC3)Cn3c4nc(C(=O)NCc4ccc(F)cc4)c(O)c3=O)CC2)no1
Cc1cnc2c3c(nn2c1C)CN(C(=O)OC(C)(C)C)C3,Cc1cnc2c3c(nn2c1C)CNC3
CCOC(=O)C(=Cc1ccc(N2CCC(=O)CC2)cc1)C(=O)OCC.CS(=O)(=O)Nc1cc(C(O)CN)ccc1O,CCOC(=O)C(=Cc1ccc(N2CCC(NCC(O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1)C(=O)OCC
N[C@@H]1CC[C@@H](C(=O)O)CC1,N[C@@H]1CC[C@@H](CO)CC1
CC(C)(C)OC(=O)N1CCC[C@H](N)[C@@H]1c1ccccc1.COc1ccc(C(C)(C)C2SCCS2)cc1C=O,COc1ccc(C(C)(C)C2SCCS2)cc1CN[C@H]1CCCN(C(=O)OC(C)(C)C)[C@H]1c1ccccc1
Brc1ccccc1Br.CC(=O)c1ccc(B(O)O)cc1,CC(=O)c1ccc(-c2ccccc2Br)cc1
CI.O=Cc1c[nH]c2ccc(F)cc12,Cn1cc(C=O)c2cc(F)ccc21
NS(=O)(=O)c1ccc(C(F)(F)F)cc1.O=C(O)COc1ccc(CC2CCN(C3C4CC5CC3CC(O)(C5)C4)C2=O)c(Cl)c1,O=C(COc1ccc(CC2CCN(C3C4CC5CC3CC(O)(C5)C4)C2=O)c(Cl)c1)NS(=O)(=O)c1ccc(C(F)(F)F)cc1
Cc1c[nH]c2ccc(C#N)cc12,Cc1c[nH]c2ccc(CN)cc12
NCCC(O)C(F)(F)F.O=Cc1cccc(OC(F)(F)C(F)F)c1,OC(CCNCc1cccc(OC(F)(F)C(F)F)c1)C(F)(F)F
CCn1nc(CO)c2c1C(=O)CC(C)(C)C2,CCn1nc(C=O)c2c1C(=O)CC(C)(C)C2
CC(C)(C)OC(=O)N1CCN(C(=O)c2cc(Cn3ccc(=O)c4ccccc43)ccc2F)CC1,O=C(c1cc(Cn2ccc(=O)c3ccccc32)ccc1F)N1CCNCC1
C[C@H](O[Si](C)(C)C(C)(C)C)[C@H](CCc1cccc2oc(-c3ccc(Cl)cc3)nc12)OS(C)(=O)=O.NC(=O)c1c[nH]cn1,C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](CCc1cccc2oc(-c3ccc(Cl)cc3)nc12)n1cnc(C(N)=O)c1
COc1ccc(C(=O)N[C@H](C)c2cccc(Cl)c2)cc1S(=O)(=O)N1CCOCC1,COc1ccc(CN[C@H](C)c2cccc(Cl)c2)cc1S(=O)(=O)N1CCOCC1
CC(C)(C)c1ccc(N)cc1.COc1cccc2cc(C(=O)O)oc12,COc1cccc2cc(C(=O)Nc3ccc(C(C)(C)C)cc3)oc12
CC(C)(C)OC(=O)NCCBr.Nc1c(C(=O)c2ccc(F)cc2)ccc(=O)n1-c1c(F)cc(O)cc1F,CC(C)(C)OC(=O)NCCOc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3)ccc2=O)c(F)c1
CCOC(=O)C(C)(C)N1CCC(=O)CC1.NCc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,CCOC(=O)C(C)(C)N1CCC(NCc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)CC1
CCOC(=O)c1nnc(-c2ccccc2)[nH]1.COC(=O)[C@H](C(C)C)N1Cc2ccc(-c3ccc(N)cc3)cc2C1=O,COC(=O)[C@H](C(C)C)N1Cc2ccc(-c3ccc(NC(=O)c4nnc(-c5ccccc5)[nH]4)cc3)cc2C1=O
BrCc1ccc(CBr)cc1.O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(OCc3ccc(CBr)cc3)cc2)N1c1ccc(F)cc1
CCOP(=O)(Cc1cccc(I)c1)OCC.COc1ccc(C=O)cc1,COc1ccc(/C=C/c2cccc(I)c2)cc1
COc1cnc(-c2nn(Cc3ccc(C#C[Si](C)(C)C)cc3F)c3ccccc23)nc1Nc1ccncc1,C#Cc1ccc(Cn2nc(-c3ncc(OC)c(Nc4ccncc4)n3)c3ccccc32)c(F)c1
CC(C)COc1ccccc1O.CC(C)N(CCCl)C(C)C,CC(C)COc1ccccc1OCCN(C(C)C)C(C)C
CC(=O)Cl.c1cncc(-c2cnc3c(c2)CCCN3)c1,CC(=O)N1CCCc2cc(-c3cccnc3)cnc21
CCOC(=O)C1CC2CCCCC2N1.C[C@H](NC(=O)OCc1ccccc1)C(=O)O,CCOC(=O)[C@H]1CC2CCCCC2N1C(=O)[C@H](C)NC(=O)OCc1ccccc1
CCOC(=O)C1=Cc2cc(C=O)cc(C)c2OC1C(F)(F)F,CCOC(=O)C1=Cc2cc(CO)cc(C)c2OC1C(F)(F)F
CC(C)(C)OC(=O)N1CCc2cc(B3OC(C)(C)C(C)(C)O3)ccc2C1.COc1cc(OC)c(F)c(-c2ncc3c(I)n[nH]c3n2)c1F,COc1cc(OC)c(F)c(-c2ncc3c(-c4ccc5c(c4)CCN(C(=O)OC(C)(C)C)C5)n[nH]c3n2)c1F
CC(C)(C)OC(=O)N1CCN(C(=O)C2CCN(c3ccc(Cl)c(-c4nc5ccccc5[nH]4)c3)CC2)CC1,O=C(C1CCN(c2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)CC1)N1CCNCC1
C#C[Si](C)(C)C.O=C(NCCCO)c1c[nH]c(=O)cc1Nc1ccc(I)cc1F,C[Si](C)(C)C#Cc1ccc(Nc2cc(=O)[nH]cc2C(=O)NCCCO)c(F)c1
CC(C)(C)OC(=O)N(Cc1ccc2c(c1)OCCO2)C1CCN(CCn2c(=O)cc(Cl)c3ccccc32)CC1,O=c1cc(Cl)c2ccccc2n1CCN1CCC(NCc2ccc3c(c2)OCCO3)CC1
C=O.CC(C)(C)OC(=O)N1CCC(Oc2ccc(NC/C=C/c3cccc(C#N)c3)cc2)CC1,CN(C/C=C/c1cccc(C#N)c1)c1ccc(OC2CCN(C(=O)OC(C)(C)C)CC2)cc1
CCOCCn1c(CN2CCCNCC2)nc2ccccc21.ClCCCCn1cccc1,CCOCCn1c(CN2CCCN(CCCCn3cccc3)CC2)nc2ccccc21
COC(=O)c1nc(COCOCC[Si](C)(C)C)ccc1C(=O)c1ccc2c(c1)OCO2,C[Si](C)(C)CCOCOCc1ccc(C(=O)c2ccc3c(c2)OCO3)c(C(=O)O)n1
Cc1c2n(c3c(Br)cc(Cl)cc13)CCCNC2=O.OB(O)c1ccc(F)cc1,Cc1c2n(c3c(-c4ccc(F)cc4)cc(Cl)cc13)CCCNC2=O
CC[C@@H]1C[C@H](Nc2ncc(O)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)c2nc(OC)ccc2N1C(=O)OCC(C)(C)C(=O)OC.COCCO,CC[C@@H]1C[C@H](Nc2ncc(OCCOC)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)c2nc(OC)ccc2N1C(=O)OCC(C)(C)C(=O)OC
COc1cc(C(=O)O)ccc1Cc1cn(CCC(N)=O)c2ccc(C(=O)NCC3CCCC3)cc12.Cc1ccccc1S(N)(=O)=O,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CCC(N)=O)c2ccc(C(=O)NCC3CCCC3)cc12
COc1nccc2c1c(OS(=O)(=O)C(F)(F)F)nn2C1CCCC1.NC(=O)c1cccc(B(O)O)c1,COc1nccc2c1c(-c1cccc(C(N)=O)c1)nn2C1CCCC1
CN.O=C1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1
CC#CCOc1ccc(CCC(=O)OCC)cc1OC,CC#CCOc1ccc(CCC(=O)O)cc1OC
CCCN.CCOC(=O)/C=C/CBr,CCCNC/C=C/C(=O)OCC
O=C(CC[C@H]1C(=O)N(c2ccc(F)cc2)[C@@H]1c1ccc(OCc2ccccc2)cc1)c1ccc(F)cc1,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(OCc3ccccc3)cc2)N1c1ccc(F)cc1
OC(c1ccccc1)c1ccc(-c2ccccc2)cc1.c1c[nH]cn1,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1
Ic1ccc(-c2ccccc2)cc1.Nc1ccc(-c2ccccc2)cc1-c1ccccc1,c1ccc(-c2ccc(Nc3ccc(-c4ccccc4)cc3-c3ccccc3)cc2)cc1
CC(C)(C)OC(=O)CBr.COC(=O)c1ccccc1NC(=O)Cc1ccc(Oc2ccc(O)cc2)cc1,COC(=O)c1ccccc1NC(=O)Cc1ccc(Oc2ccc(OCC(=O)OC(C)(C)C)cc2)cc1
CSc1nc(Cl)c2c(n1)N(c1c(F)cccc1F)C(=O)NC2.Cc1ccc(NC(=O)c2ccsc2)cc1B1OC(C)(C)C(C)(C)O1,CSc1nc(-c2cc(NC(=O)c3ccsc3)ccc2C)c2c(n1)N(c1c(F)cccc1F)C(=O)NC2
Clc1nc(NCCCN2CCOCC2)c2cc[nH]c2n1.Nc1ccc2cn[nH]c2c1,c1cc2c(NCCCN3CCOCC3)nc(Nc3ccc4cn[nH]c4c3)nc2[nH]1
Cc1ccc(NC(=O)c2cc(O)cc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1.ClCCN1CCCC1,Cc1ccc(NC(=O)c2cc(OCCN3CCCC3)cc(C(C)(C)C#N)c2)cc1Nc1ccc2ncn(C)c(=O)c2c1
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)P(=O)(O)O,CC(C)C[C@H](N)C(=O)N[C@@H](C)P(=O)(O)O
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1CCl.COC(=O)c1ccc(-c2ccc3cc(O)ccc3c2)cn1,COC(=O)c1ccc(-c2ccc3cc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)ccc3c2)cn1
O=C(OO)c1cccc(Cl)c1.O=C(c1ccccc1)c1noc(CSc2ccccc2)n1,O=C(c1ccccc1)c1noc(CS(=O)c2ccccc2)n1
CC(=O)Nc1cc(O)c2cc(Br)ccc2n1.CCI,CCOc1cc(NC(C)=O)nc2ccc(Br)cc12
NCCC(F)(F)C(F)(F)F.O=C(O)CC(=O)N[C@@H]1C(=O)N(CCOCc2ccccc2)c2ccccc2-c2ccccc21,O=C(CC(=O)N[C@@H]1C(=O)N(CCOCc2ccccc2)c2ccccc2-c2ccccc21)NCCC(F)(F)C(F)(F)F
CCc1cnc(-c2cnc(N3CCC(C(=O)O)CC3)c(Cl)c2NC)o1.NS(=O)(=O)c1ccc(Cl)s1,CCc1cnc(-c2cnc(N3CCC(C(=O)NS(=O)(=O)c4ccc(Cl)s4)CC3)c(Cl)c2NC)o1
CN.Cc1cc(C(=O)O)ncc1C(c1cc(F)ccc1F)S(=O)(=O)c1ccc(F)cc1,CNC(=O)c1cc(C)c(C(c2cc(F)ccc2F)S(=O)(=O)c2ccc(F)cc2)cn1
Nc1ccc(SC(F)(F)F)cc1.O=C(O)c1cccc(-c2cncnc2)c1,O=C(Nc1ccc(SC(F)(F)F)cc1)c1cccc(-c2cncnc2)c1
CON(C)C(=O)[C@@H]1CCCCN1C(=O)OC(C)(C)C.FC(F)(F)c1cccc(Br)c1,CC(C)(C)OC(=O)N1CCCC[C@H]1C(=O)c1cccc(C(F)(F)F)c1
COc1ccc(C)cc1B(O)O.O=S(=O)(c1ccccc1)c1ccc(Br)cc1F,COc1ccc(C)cc1-c1ccc(S(=O)(=O)c2ccccc2)c(F)c1
Cn1c(-c2cncc(CN)c2)cc2ccc(Cl)cc21.O=S(=O)(Cl)C(F)(F)F,Cn1c(-c2cncc(CNS(=O)(=O)C(F)(F)F)c2)cc2ccc(Cl)cc21
C[C@H](O)C(F)(F)F.O=C(Cl)Oc1ccc([N+](=O)[O-])cc1,C[C@H](OC(=O)Oc1ccc([N+](=O)[O-])cc1)C(F)(F)F
CCN.O=C(O)c1cccc(-n2c(=O)c(Cc3ccccc3)nc3cccnc32)c1,CCNC(=O)c1cccc(-n2c(=O)c(Cc3ccccc3)nc3cccnc32)c1
